amazon-order-id,buyer-name,sku,item-price,purchase-date,return-date
AMZ-5447,SerialAbuser_45,SKU-SHIRT-601,88.00,2026-02-15T12:00:00Z,2026-02-15T12:00:00Z
AMZ-5614,SerialAbuser_63,SKU-SHIRT-432,42.00,2026-02-20T12:00:00Z,2026-02-21T12:00:00Z
AMZ-5465,SerialAbuser_47,SKU-SHIRT-972,84.00,2026-02-09T12:00:00Z,2026-02-09T12:00:00Z
AMZ-5806,SerialAbuser_83,SKU-SHIRT-540,144.00,2025-12-24T12:00:00Z,2025-12-24T12:00:00Z
AMZ-7645,NormalShopper_258,SKU-BOOK-741,31.00,2025-12-06T12:00:00Z,
AMZ-7778,NormalShopper_289,SKU-BOOK-583,15.00,2025-12-10T12:00:00Z,
AMZ-6432,SerialAbuser_145,SKU-SHIRT-242,84.00,2025-12-12T12:00:00Z,2025-12-14T12:00:00Z
AMZ-5134,SerialAbuser_14,SKU-SHIRT-287,127.00,2026-02-16T12:00:00Z,2026-02-18T12:00:00Z
AMZ-5840,SerialAbuser_86,SKU-SHIRT-793,90.00,2026-01-04T12:00:00Z,2026-01-06T12:00:00Z
AMZ-6501,NewFraudster_7,SKU-MACBOOK-794,2269.00,2026-02-21T12:00:00Z,2026-02-22T12:00:00Z
AMZ-7790,NormalShopper_292,SKU-BOOK-427,45.00,2025-12-08T12:00:00Z,
AMZ-6739,NormalShopper_38,SKU-BOOK-620,46.00,2026-01-19T12:00:00Z,
AMZ-6763,NormalShopper_44,SKU-BOOK-343,15.00,2026-01-05T12:00:00Z,
AMZ-7255,NormalShopper_163,SKU-BOOK-678,20.00,2025-12-07T12:00:00Z,2025-12-19T12:00:00Z
AMZ-7510,NormalShopper_224,SKU-BOOK-640,50.00,2026-02-02T12:00:00Z,
AMZ-6719,NormalShopper_34,SKU-BOOK-401,15.00,2025-12-20T12:00:00Z,
AMZ-6996,NormalShopper_100,SKU-BOOK-795,23.00,2025-12-11T12:00:00Z,
AMZ-5966,SerialAbuser_99,SKU-SHIRT-700,63.00,2026-02-16T12:00:00Z,2026-02-18T12:00:00Z
AMZ-7097,NormalShopper_125,SKU-BOOK-620,11.00,2025-12-07T12:00:00Z,
AMZ-6931,NormalShopper_84,SKU-BOOK-965,10.00,2025-12-17T12:00:00Z,
AMZ-7540,NormalShopper_232,SKU-BOOK-772,40.00,2025-12-25T12:00:00Z,
AMZ-6042,SerialAbuser_106,SKU-SHIRT-482,122.00,2026-02-05T12:00:00Z,2026-02-05T12:00:00Z
AMZ-6007,SerialAbuser_102,SKU-SHIRT-249,126.00,2026-02-05T12:00:00Z,2026-02-06T12:00:00Z
AMZ-7245,NormalShopper_160,SKU-BOOK-416,30.00,2026-02-03T12:00:00Z,
AMZ-6589,NewFraudster_95,SKU-MACBOOK-252,2440.00,2026-02-25T12:00:00Z,2026-02-26T12:00:00Z
AMZ-5863,SerialAbuser_88,SKU-SHIRT-906,136.00,2026-02-19T12:00:00Z,2026-02-19T12:00:00Z
AMZ-7078,NormalShopper_120,SKU-BOOK-912,37.00,2026-01-07T12:00:00Z,2026-01-18T12:00:00Z
AMZ-5074,SerialAbuser_8,SKU-SHIRT-430,149.00,2026-01-26T12:00:00Z,2026-01-28T12:00:00Z
AMZ-7416,NormalShopper_201,SKU-BOOK-908,38.00,2026-01-17T12:00:00Z,
AMZ-6530,NewFraudster_36,SKU-MACBOOK-298,2130.00,2026-02-19T12:00:00Z,2026-02-20T12:00:00Z
AMZ-5793,SerialAbuser_82,SKU-SHIRT-447,143.00,2025-12-28T12:00:00Z,2025-12-29T12:00:00Z
AMZ-7535,NormalShopper_230,SKU-BOOK-957,46.00,2025-12-25T12:00:00Z,
AMZ-6687,NormalShopper_26,SKU-BOOK-803,37.00,2025-12-29T12:00:00Z,
AMZ-7699,NormalShopper_271,SKU-BOOK-835,34.00,2026-01-02T12:00:00Z,
AMZ-5314,SerialAbuser_32,SKU-SHIRT-415,43.00,2025-12-18T12:00:00Z,2025-12-20T12:00:00Z
AMZ-5881,SerialAbuser_90,SKU-SHIRT-313,53.00,2026-01-19T12:00:00Z,2026-01-19T12:00:00Z
AMZ-6824,NormalShopper_58,SKU-BOOK-122,45.00,2025-12-13T12:00:00Z,
AMZ-7025,NormalShopper_107,SKU-BOOK-720,15.00,2026-02-04T12:00:00Z,
AMZ-5259,SerialAbuser_27,SKU-SHIRT-928,140.00,2026-02-12T12:00:00Z,2026-02-13T12:00:00Z
AMZ-6929,NormalShopper_83,SKU-BOOK-743,29.00,2025-12-29T12:00:00Z,
AMZ-6818,NormalShopper_56,SKU-BOOK-525,50.00,2026-01-06T12:00:00Z,2026-01-15T12:00:00Z
AMZ-7292,NormalShopper_173,SKU-BOOK-257,33.00,2025-12-20T12:00:00Z,
AMZ-7200,NormalShopper_147,SKU-BOOK-124,11.00,2026-01-14T12:00:00Z,
AMZ-6536,NewFraudster_42,SKU-MACBOOK-592,2961.00,2026-02-19T12:00:00Z,2026-02-20T12:00:00Z
AMZ-7536,NormalShopper_231,SKU-BOOK-781,39.00,2026-01-25T12:00:00Z,
AMZ-7475,NormalShopper_215,SKU-BOOK-595,28.00,2025-12-11T12:00:00Z,
AMZ-6032,SerialAbuser_105,SKU-SHIRT-509,54.00,2026-02-19T12:00:00Z,2026-02-19T12:00:00Z
AMZ-6671,NormalShopper_22,SKU-BOOK-398,34.00,2026-02-12T12:00:00Z,
AMZ-7241,NormalShopper_158,SKU-BOOK-659,15.00,2025-12-11T12:00:00Z,
AMZ-7722,NormalShopper_276,SKU-BOOK-937,49.00,2026-02-11T12:00:00Z,2026-02-20T12:00:00Z
AMZ-6378,SerialAbuser_139,SKU-SHIRT-659,103.00,2026-01-05T12:00:00Z,2026-01-05T12:00:00Z
AMZ-5117,SerialAbuser_13,SKU-SHIRT-675,143.00,2025-12-22T12:00:00Z,2025-12-22T12:00:00Z
AMZ-6961,NormalShopper_91,SKU-BOOK-396,50.00,2026-02-01T12:00:00Z,
AMZ-6608,NormalShopper_4,SKU-BOOK-675,23.00,2026-02-06T12:00:00Z,
AMZ-5942,SerialAbuser_96,SKU-SHIRT-190,58.00,2026-02-10T12:00:00Z,2026-02-11T12:00:00Z
AMZ-6366,SerialAbuser_138,SKU-SHIRT-183,104.00,2026-01-01T12:00:00Z,2026-01-03T12:00:00Z
AMZ-5066,SerialAbuser_7,SKU-SHIRT-535,77.00,2026-01-01T12:00:00Z,2026-01-01T12:00:00Z
AMZ-6653,NormalShopper_17,SKU-BOOK-164,31.00,2025-12-06T12:00:00Z,
AMZ-6171,SerialAbuser_119,SKU-SHIRT-314,40.00,2025-12-17T12:00:00Z,
AMZ-5090,SerialAbuser_10,SKU-SHIRT-460,58.00,2025-12-13T12:00:00Z,
AMZ-7411,NormalShopper_200,SKU-BOOK-521,42.00,2025-12-26T12:00:00Z,
AMZ-7304,NormalShopper_175,SKU-BOOK-975,46.00,2026-01-29T12:00:00Z,
AMZ-6213,SerialAbuser_123,SKU-SHIRT-293,55.00,2026-01-11T12:00:00Z,2026-01-13T12:00:00Z
AMZ-6355,SerialAbuser_137,SKU-SHIRT-923,78.00,2026-01-04T12:00:00Z,2026-01-04T12:00:00Z
AMZ-5865,SerialAbuser_88,SKU-SHIRT-175,143.00,2026-02-06T12:00:00Z,2026-02-08T12:00:00Z
AMZ-5383,SerialAbuser_39,SKU-SHIRT-641,80.00,2026-02-13T12:00:00Z,2026-02-14T12:00:00Z
AMZ-5348,SerialAbuser_36,SKU-SHIRT-327,120.00,2026-02-05T12:00:00Z,2026-02-07T12:00:00Z
AMZ-7548,NormalShopper_234,SKU-BOOK-593,44.00,2025-12-08T12:00:00Z,
AMZ-6742,NormalShopper_39,SKU-BOOK-560,33.00,2026-01-23T12:00:00Z,
AMZ-7479,NormalShopper_215,SKU-BOOK-899,49.00,2026-02-03T12:00:00Z,
AMZ-6058,SerialAbuser_108,SKU-SHIRT-942,65.00,2026-01-24T12:00:00Z,2026-01-25T12:00:00Z
AMZ-6972,NormalShopper_94,SKU-BOOK-913,11.00,2026-02-08T12:00:00Z,2026-02-21T12:00:00Z
AMZ-6924,NormalShopper_82,SKU-BOOK-574,39.00,2026-02-10T12:00:00Z,
AMZ-7254,NormalShopper_163,SKU-BOOK-412,32.00,2026-01-20T12:00:00Z,
AMZ-6939,NormalShopper_87,SKU-BOOK-207,47.00,2026-01-16T12:00:00Z,
AMZ-6617,NormalShopper_7,SKU-BOOK-771,20.00,2026-02-04T12:00:00Z,
AMZ-6849,NormalShopper_64,SKU-BOOK-358,36.00,2026-01-14T12:00:00Z,
AMZ-5738,SerialAbuser_76,SKU-SHIRT-158,128.00,2026-01-13T12:00:00Z,
AMZ-7265,NormalShopper_165,SKU-BOOK-976,14.00,2025-12-27T12:00:00Z,
AMZ-5689,SerialAbuser_71,SKU-SHIRT-922,60.00,2025-12-27T12:00:00Z,2025-12-28T12:00:00Z
AMZ-5605,SerialAbuser_62,SKU-SHIRT-999,82.00,2026-01-29T12:00:00Z,2026-01-30T12:00:00Z
AMZ-7278,NormalShopper_169,SKU-BOOK-460,19.00,2025-12-08T12:00:00Z,
AMZ-7260,NormalShopper_164,SKU-BOOK-985,33.00,2026-01-06T12:00:00Z,
AMZ-5397,SerialAbuser_40,SKU-SHIRT-752,120.00,2025-12-22T12:00:00Z,2025-12-23T12:00:00Z
AMZ-7334,NormalShopper_183,SKU-BOOK-156,37.00,2025-12-31T12:00:00Z,
AMZ-6277,SerialAbuser_129,SKU-SHIRT-647,144.00,2026-01-10T12:00:00Z,
AMZ-7112,NormalShopper_128,SKU-BOOK-891,43.00,2026-01-04T12:00:00Z,
AMZ-6791,NormalShopper_51,SKU-BOOK-164,13.00,2026-01-01T12:00:00Z,
AMZ-7145,NormalShopper_136,SKU-BOOK-176,13.00,2026-01-02T12:00:00Z,
AMZ-6008,SerialAbuser_103,SKU-SHIRT-720,133.00,2025-12-27T12:00:00Z,2025-12-28T12:00:00Z
AMZ-6242,SerialAbuser_126,SKU-SHIRT-670,120.00,2025-12-21T12:00:00Z,2025-12-21T12:00:00Z
AMZ-6182,SerialAbuser_120,SKU-SHIRT-367,107.00,2026-02-23T12:00:00Z,2026-02-24T12:00:00Z
AMZ-6380,SerialAbuser_139,SKU-SHIRT-389,103.00,2026-02-01T12:00:00Z,
AMZ-7708,NormalShopper_273,SKU-BOOK-863,45.00,2025-12-22T12:00:00Z,
AMZ-7776,NormalShopper_289,SKU-BOOK-341,36.00,2026-02-08T12:00:00Z,
AMZ-6826,NormalShopper_59,SKU-BOOK-878,11.00,2026-02-02T12:00:00Z,
AMZ-5389,SerialAbuser_40,SKU-SHIRT-480,80.00,2026-01-08T12:00:00Z,
AMZ-5082,SerialAbuser_9,SKU-SHIRT-288,134.00,2026-02-10T12:00:00Z,2026-02-11T12:00:00Z
AMZ-5154,SerialAbuser_16,SKU-SHIRT-217,77.00,2025-12-16T12:00:00Z,2025-12-17T12:00:00Z
AMZ-5935,SerialAbuser_95,SKU-SHIRT-167,90.00,2025-12-24T12:00:00Z,2025-12-24T12:00:00Z
AMZ-5664,SerialAbuser_68,SKU-SHIRT-716,129.00,2026-01-21T12:00:00Z,2026-01-21T12:00:00Z
AMZ-6034,SerialAbuser_105,SKU-SHIRT-833,147.00,2026-01-21T12:00:00Z,2026-01-22T12:00:00Z
AMZ-5364,SerialAbuser_37,SKU-SHIRT-372,88.00,2025-12-28T12:00:00Z,2025-12-28T12:00:00Z
AMZ-6488,SerialAbuser_150,SKU-SHIRT-334,72.00,2026-02-21T12:00:00Z,2026-02-22T12:00:00Z
AMZ-7259,NormalShopper_164,SKU-BOOK-351,30.00,2025-12-09T12:00:00Z,
AMZ-7310,NormalShopper_177,SKU-BOOK-879,49.00,2026-01-26T12:00:00Z,
AMZ-6415,SerialAbuser_143,SKU-SHIRT-934,126.00,2026-01-08T12:00:00Z,2026-01-08T12:00:00Z
AMZ-6060,SerialAbuser_108,SKU-SHIRT-373,68.00,2026-02-20T12:00:00Z,2026-02-22T12:00:00Z
AMZ-5770,SerialAbuser_79,SKU-SHIRT-343,126.00,2026-02-03T12:00:00Z,2026-02-05T12:00:00Z
AMZ-6830,NormalShopper_59,SKU-BOOK-188,14.00,2026-01-21T12:00:00Z,
AMZ-6446,SerialAbuser_146,SKU-SHIRT-794,130.00,2026-02-23T12:00:00Z,2026-02-23T12:00:00Z
AMZ-5250,SerialAbuser_26,SKU-SHIRT-781,98.00,2026-01-31T12:00:00Z,2026-01-31T12:00:00Z
AMZ-6136,SerialAbuser_115,SKU-SHIRT-359,53.00,2025-12-11T12:00:00Z,2025-12-13T12:00:00Z
AMZ-7124,NormalShopper_131,SKU-BOOK-862,46.00,2026-01-04T12:00:00Z,
AMZ-5136,SerialAbuser_15,SKU-SHIRT-953,105.00,2025-12-23T12:00:00Z,2025-12-25T12:00:00Z
AMZ-6272,SerialAbuser_129,SKU-SHIRT-270,143.00,2026-01-17T12:00:00Z,2026-01-19T12:00:00Z
AMZ-7460,NormalShopper_212,SKU-BOOK-950,44.00,2026-01-29T12:00:00Z,
AMZ-6714,NormalShopper_33,SKU-BOOK-210,22.00,2025-12-21T12:00:00Z,
AMZ-6559,NewFraudster_65,SKU-MACBOOK-919,1816.00,2026-02-22T12:00:00Z,2026-02-23T12:00:00Z
AMZ-6456,SerialAbuser_147,SKU-SHIRT-152,143.00,2026-01-17T12:00:00Z,2026-01-19T12:00:00Z
AMZ-7437,NormalShopper_207,SKU-BOOK-425,35.00,2025-12-21T12:00:00Z,
AMZ-5048,SerialAbuser_5,SKU-SHIRT-874,130.00,2026-01-06T12:00:00Z,2026-01-07T12:00:00Z
AMZ-5114,SerialAbuser_12,SKU-SHIRT-533,131.00,2026-01-22T12:00:00Z,2026-01-24T12:00:00Z
AMZ-5673,SerialAbuser_69,SKU-SHIRT-733,150.00,2026-01-07T12:00:00Z,2026-01-07T12:00:00Z
AMZ-6613,NormalShopper_6,SKU-BOOK-216,29.00,2026-01-02T12:00:00Z,
AMZ-7228,NormalShopper_153,SKU-BOOK-521,22.00,2025-12-24T12:00:00Z,
AMZ-5609,SerialAbuser_63,SKU-SHIRT-558,132.00,2026-02-06T12:00:00Z,2026-02-07T12:00:00Z
AMZ-7383,NormalShopper_194,SKU-BOOK-515,33.00,2026-02-09T12:00:00Z,
AMZ-5385,SerialAbuser_39,SKU-SHIRT-463,47.00,2026-02-17T12:00:00Z,2026-02-18T12:00:00Z
AMZ-6290,SerialAbuser_130,SKU-SHIRT-728,85.00,2026-02-06T12:00:00Z,2026-02-08T12:00:00Z
AMZ-5028,SerialAbuser_3,SKU-SHIRT-833,103.00,2026-01-14T12:00:00Z,2026-01-15T12:00:00Z
AMZ-6563,NewFraudster_69,SKU-MACBOOK-441,2868.00,2026-02-26T12:00:00Z,2026-02-27T12:00:00Z
AMZ-7749,NormalShopper_284,SKU-BOOK-612,29.00,2025-12-30T12:00:00Z,
AMZ-5607,SerialAbuser_62,SKU-SHIRT-494,130.00,2026-01-08T12:00:00Z,
AMZ-6220,SerialAbuser_123,SKU-SHIRT-675,145.00,2026-02-10T12:00:00Z,2026-02-10T12:00:00Z
AMZ-5740,SerialAbuser_76,SKU-SHIRT-518,142.00,2026-01-07T12:00:00Z,2026-01-09T12:00:00Z
AMZ-7417,NormalShopper_202,SKU-BOOK-465,27.00,2026-01-16T12:00:00Z,
AMZ-5978,SerialAbuser_100,SKU-SHIRT-687,143.00,2026-01-27T12:00:00Z,2026-01-27T12:00:00Z
AMZ-5676,SerialAbuser_70,SKU-SHIRT-596,108.00,2025-12-18T12:00:00Z,
AMZ-5165,SerialAbuser_17,SKU-SHIRT-855,138.00,2025-12-25T12:00:00Z,2025-12-26T12:00:00Z
AMZ-5451,SerialAbuser_46,SKU-SHIRT-684,108.00,2026-01-14T12:00:00Z,2026-01-14T12:00:00Z
AMZ-5173,SerialAbuser_18,SKU-SHIRT-943,107.00,2025-12-17T12:00:00Z,2025-12-18T12:00:00Z
AMZ-7434,NormalShopper_206,SKU-BOOK-133,30.00,2026-01-10T12:00:00Z,
AMZ-6443,SerialAbuser_146,SKU-SHIRT-871,141.00,2026-02-09T12:00:00Z,
AMZ-7726,NormalShopper_278,SKU-BOOK-123,27.00,2025-12-05T12:00:00Z,
AMZ-7585,NormalShopper_244,SKU-BOOK-385,10.00,2025-12-29T12:00:00Z,
AMZ-5984,SerialAbuser_100,SKU-SHIRT-319,41.00,2026-02-09T12:00:00Z,2026-02-11T12:00:00Z
AMZ-6362,SerialAbuser_137,SKU-SHIRT-904,104.00,2025-12-26T12:00:00Z,2025-12-27T12:00:00Z
AMZ-7761,NormalShopper_286,SKU-BOOK-470,25.00,2025-12-10T12:00:00Z,
AMZ-6923,NormalShopper_82,SKU-BOOK-750,11.00,2025-12-30T12:00:00Z,
AMZ-5256,SerialAbuser_26,SKU-SHIRT-581,76.00,2025-12-15T12:00:00Z,2025-12-15T12:00:00Z
AMZ-7036,NormalShopper_110,SKU-BOOK-895,49.00,2025-12-13T12:00:00Z,
AMZ-5875,SerialAbuser_89,SKU-SHIRT-911,138.00,2025-12-15T12:00:00Z,2025-12-16T12:00:00Z
AMZ-6521,NewFraudster_27,SKU-MACBOOK-450,2127.00,2026-02-20T12:00:00Z,2026-02-21T12:00:00Z
AMZ-6347,SerialAbuser_136,SKU-SHIRT-533,41.00,2026-01-28T12:00:00Z,2026-01-30T12:00:00Z
AMZ-6641,NormalShopper_14,SKU-BOOK-976,28.00,2025-12-13T12:00:00Z,
AMZ-5202,SerialAbuser_21,SKU-SHIRT-826,119.00,2025-12-17T12:00:00Z,2025-12-19T12:00:00Z
AMZ-5307,SerialAbuser_31,SKU-SHIRT-434,47.00,2025-12-22T12:00:00Z,
AMZ-7386,NormalShopper_195,SKU-BOOK-512,40.00,2026-02-01T12:00:00Z,
AMZ-6547,NewFraudster_53,SKU-MACBOOK-785,2005.00,2026-02-19T12:00:00Z,2026-02-20T12:00:00Z
AMZ-6969,NormalShopper_93,SKU-BOOK-128,29.00,2026-01-17T12:00:00Z,
AMZ-5069,SerialAbuser_8,SKU-SHIRT-906,76.00,2026-01-23T12:00:00Z,2026-01-25T12:00:00Z
AMZ-6011,SerialAbuser_103,SKU-SHIRT-301,97.00,2026-01-21T12:00:00Z,2026-01-23T12:00:00Z
AMZ-5273,SerialAbuser_28,SKU-SHIRT-288,129.00,2025-12-27T12:00:00Z,2025-12-27T12:00:00Z
AMZ-6364,SerialAbuser_138,SKU-SHIRT-494,93.00,2026-01-14T12:00:00Z,2026-01-15T12:00:00Z
AMZ-7276,NormalShopper_168,SKU-BOOK-439,16.00,2026-02-11T12:00:00Z,
AMZ-7027,NormalShopper_108,SKU-BOOK-618,22.00,2025-12-15T12:00:00Z,
AMZ-6246,SerialAbuser_126,SKU-SHIRT-770,95.00,2026-01-19T12:00:00Z,2026-01-20T12:00:00Z
AMZ-5769,SerialAbuser_79,SKU-SHIRT-944,93.00,2025-12-19T12:00:00Z,
AMZ-5238,SerialAbuser_25,SKU-SHIRT-142,55.00,2026-02-02T12:00:00Z,2026-02-04T12:00:00Z
